ProfitCentre,CostCentre,ShortDescription,LongDescription
P100031055,C100031055,WPG SHSALE CTA,Winnipeg - SH Sales - Sales
P100031056,C100031056,WPG SHCPP CTA,Winnipeg - SH CPP - Sales
P100031057,C100031057,WPG SHCPP CTS,Winnipeg - SH CPP - Ops
P100031058,C100031058,WPG RENTSH CTA,Winnipeg - SH Rental Service - RMR
P100031059,C100031059,WPG RENTSH CTS,Winnipeg - SH Rental Service - Ops
P100031060,C100031060,WPG COM WPSALE CTA,Winnipeg - Comm WP Sales - Sales
P100031061,C100031061,WPG COM WPSALE CTS,Winnipeg - Comm WP Sales - Ops
P100031062,C100031062,WPG COM WHSALE CTA,Winnipeg - Comm WH Sales
P100031063,C100031063,WPG COM HVACCOD CTA,Winnipeg - Comm HVAC COD Sales
P100031064,C100031064,WPG COM MO CTA,Winnipeg Comm Maint Prot - Sales
P100031065,C100031065,WPG COM MO CTS,Winnipeg Comm Maint Prot - Ops
P100031066,C100031066,WPG COM CPP CTA,Winnipeg - Comm CPP RMR
P100031067,C100031067,WPG COM CPP CTS,Winnipeg - Comm CPP Ops
P100031068,C100031068,WPG COM RHVAC CTS,Winnipeg - Comm RHVAC OPS
P100031069,C100031069,WPG COM PROJ CTA,Winnipeg Comm Projects - Sales
P100031070,C100031070,WPG COM PROJ CTS,Winnipeg - Commercial Projects - Ops
P100031071,C100031071,WPG COMM CAP,Winnipeg - R-Comm-Cap Costs
P100031072,C100031072,WPG COMMRHVAC CAP,Winnipeg - RHVAC-Comm-Cap Costs
P100031073,C100031073,WPG PLRNC CTA,Winnipeg - Plumbing New Const- Sales
P100031074,C100031074,WPG PLRNC CTS,Winnipeg - Plumbing New Const- Ops
P100031075,C100031075,WPG EW CTA,Winnipeg - In-House Ext.Warr - Sales
P100031077,C100031077,WPG COM PLCOD CTA,Winnipeg - Comm Plumbing COD Sales
P100031078,C100031078,WPG COM PLCOD CTS,Winnipeg - Comm Plumbing COD Ops
P100031079,C100031079,WPG DWHR CAP,Winnipeg - DWHR - Cap
P100031080,C100031080,WPG RSPEC CAP,Winnipeg Rent Special Cap
P100031081,C100031081,WPG CPPSALE CTS,Winnipeg - Hem.-R-Ser-HPP - Ops
P100031082,C100031082,WPG CPPSALE CTA,Winnipeg - Hem.-R-Ser-HPP - Sales
P100031083,C100031083,WPG AH CAP,Winnipeg - Rent Air Handler - Cap
P100032000,C100032000,REG FSM AR / OH,Regina - FSM AR / OH only
P100032001,C100032001,REG ELECCOD CTA,Regina - Res Elec COD - Sales
P100032002,C100032002,REG ELECCOD CTS,Regina - Res Elec COD -Ops
P100032003,C100032003,REG WPSALES CTS,Regina Res Water Pur Sales - Ops
P100032004,C100032004,REG WP CTA,Regina Res Water Pur Rental - RMR
P100032005,C100032005,REG WP CTS,Regina Res Water Pur Rental - Ops
P100032006,C100032006,REG WHSALES CTA,Regina - Res WH Sales - Sales
P100032007,C100032007,REG WHSALES CTS,Regina - Res WH Sales - Ops
P100032008,C100032008,REG HVACCOD CTA,Regina - HVAC COD - Sales
P100032009,C100032009,REG HVACCOD CTS,Regina - HVAC COD - Ops
P100032010,C100032010,REG VRPL CTA,Regina - Vent Replacement - Sales
P100032011,C100032011,REG VRPL CTS,Regina - Vent Replacement - Ops
P100032012,C100032012,REG FSM WH,Regina - FSM WH inventory only
P100032013,C100032013,REG RWH CTA,Regina - Residential WH - RMR
P100032014,C100032014,REG RWH CTS,Regina - Residential WH - Ops
P100032015,C100032015,REG HVACCPP CTA,Regina - Residential HVAC CPP - RMR
P100032016,C100032016,REG HVACCPP CTS,Regina - Residential HVAC CPP - Ops
P100032017,C100032017,REG RHVAC CTA,Regina - Residential Rental HVAC - RMR
P100032018,C100032018,REG RHVAC CTS,Regina - Residential Rental HVAC - Ops
P100032019,C100032019,REG EW CTA,Regina - In-House Ext.Warr - Sales
P100032020,C100032020,REG EW CTS,Regina - In-House Ext.Warr - Ops
P100032021,C100032021,REG FSM HVAC,Regina - FSM HVAC inventory only
P100032022,C100032022,REG HVACSALE CTA,Regina - Residential HVAC Sales - Sales
P100032023,C100032023,REG HVACSALE CTS,Regina - Residential HVAC Sales - Ops
P100032024,C100032024,REG RNC CTS,Regina - New Home Const - Ops
P100032025,C100032025,REG TANKLESS CAP,Regina - Tankless Waterheaters
P100032026,C100032026,REG ELECCPP CTA,Regina - Res Electric CPP - RMR
P100032027,C100032027,REG ELECCPP CTS,Regina - Res Electric CPP - Ops
P100032028,C100032028,REG EWH CTA,Regina - Electric WH - RMR
P100032029,C100032029,REG EWH CTS,Regina - Electric WH Ops     
P100032030,C100032030,REG RHVACINSTEXP,Regina - RHVAC Install Expense
P100032031,C100032031,REG COM WHSALE CTA,Regina - Comm WH Sales
P100032032,C100032032,REG COM WHSALE CTS,Regina - Comm WH Sales Ops
P100032033,C100032033,REG COM HVACCOD CTA,Regina - Comm HVAC COD Sales
P100032034,C100032034,REG COM HVACCOD CTS,Regina - Comm HVAC COD Ops
P100032035,C100032035,REG COMM CTA,Regina - Rental Commercial - RMR
P100032036,C100032036,REG COMM CTS,Regina - Rental Commercial - Ops
P100032037,C100032037,REG COM CPP CTA,Regina - Comm CPP RMR
P100032038,C100032038,REG COM CPP CTS,Regina - Comm CPP Ops
P100032039,C100032039,REG COM RHVAC CTA,Regina - Comm RHVAC RMR
P100032040,C100032040,REG COM RHVAC CTS,Regina - Comm RHVAC OPS
P100032041,C100032041,REG COMHVACSALE CTA,Regina - Comm HVAC Sales
P100032042,C100032042,REG COMHVACSALE CTS,Regina - Comm HVAC Sales Ops
P100032043,C100032043,REG COM PROJ CTA,Regina Comm Projects - Sales
P100032044,C100032044,REG COM PROJ CTS,Regina - Commercial Projects - Ops
P100032045,C100032045,REG PLCOD CTA,Regina - Res Plumb COD Sales
P100032046,C100032046,REG PLCOD CTS,Regina - Res Plumb COD Ops
P100032047,C100032047,REG PLCPP CTA,Regina - Res Plumb CPP RMR
P100032048,C100032048,REG PLCPP CTS,Regina - Res Plumb CPP Ops
P100032049,C100032049,REG PLRNC CTS,Regina - Plumbing New Const- Ops
P100032050,C100032050,REG WPSALES CTA,Regina Res Water Pur Sales - Sales
P100032051,C100032051,REG GEOTHERM CTA,Regina - Geothermal - Sales
P100032052,C100032052,REG GEOTERM CTS,Regina - Geothermal - Ops
P100032053,C100032053,REG RWH CAP,Regina - Rent WH Capital Install Cost
P100032054,C100032054,REG RFURN CAP,Regina - Rent Furnace Cap Costs
P100032055,C100032055,REG EWH CAP,Regina - EWH - Cap
P100032056,C100032056,REG WS CAP,Regina - RW Softener Cap Insta
P100032057,C100032057,REG SH CAP,Regina - SH - Cap
P100032058,C100032058,REG SHCOD CTA,Regina - SH COD - Sales
P100032059,C100032059,REG SHCOD CTS,Regina - SH COD - Ops
P100032060,C100032060,REG SHSALE CTA,Regina - SH Sales - Sales
P100032061,C100032061,REG SHSALE CTS,Regina - SH Sales - Ops
P100032062,C100032062,REG SHCPP CTA,Regina - SH CPP - Sales
P100032063,C100032063,REG SHCPP CTS,Regina - SH CPP - Ops
P100032064,C100032064,REG RENTSH CTA,Regina - SH Rental Service - RMR
P100032065,C100032065,REG RENTSH CTS,Regina - SH Rental Service - Ops
P100032066,C100032066,REG COM WPSALE CTA,Regina - Comm WP Sales - Sales
P100032067,C100032067,REG COM WPSALE CTS,Regina - Comm WP Sales - Ops
P100032068,C100032068,REG COM MO CTA,Regina Comm Maint Prot - Sales
P100032069,C100032069,REG COM MO CTS,Regina Comm Maint Prot - Ops
P100032070,C100032070,REG COMM CAP,Regina - R-Comm-Cap Costs
P100032071,C100032071,REG COMMRHVAC CAP,Regina - RHVAC-Comm-Cap Costs
P100032072,C100032072,REG PLRNC CTA,Regina - Plumbing New Const- Sales
P100032073,C100032073,REG RELEXP CTA,Regina - Reliance Express - RMR
P100032075,C100032075,REG COM PLCOD CTA,Regina - Comm Plumbing COD Sales
P100032076,C100032076,REG COM PLCOD CTS,Regina - Comm Plumbing COD Ops
P100032077,C100032077,REG DWHR CAP,Regina - DWHR - Cap
P100032078,C100032078,REG RSPEC CAP,Regina Rent Special Cap
P100032079,C100032079,REG CPPSALE CTS,Regina - Hem.-R-Ser-HPP - Ops
P100032080,C100032080,REG CPPSALE CTA,Regina - Hem.-R-Ser-HPP - Sales
P100032081,C100032081,REG RNC CTA,Regina - New Home Const - Sales
P100032082,C100032082,REG RELEXP CTS,Regina - Reliance Express - Ops
P100032083,C100032083,REG AH CAP,Regina - Rent Air Handler - Cap
P100033000,C100033000,VAN FSM AR / OH,Vancouver - FSM AR / OH only
P100033001,C100033001,VAN ELECCOD CTA,Vancouver - Res Elec COD - Sales
P100033002,C100033002,VAN ELECCOD CTS,Vancouver - Res Elec COD -Ops
P100033003,C100033003,VAN WPSALES CTS,Vancouver Res Water Pur Sales - Ops
P100033004,C100033004,VAN WP CTA,Vancouver Res Water Pur Rental - RMR
P100033005,C100033005,VAN WP CTS,Vancouver Res Water Pur Rental - Ops
P100033006,C100033006,VAN WHSALES CTA,Vancouver - Res WH Sales - Sales
P100033007,C100033007,VAN WHSALES CTS,Vancouver - Res WH Sales - Ops
P100033008,C100033008,VAN HVACCOD CTA,Vancouver - HVAC COD - Sales
P100033009,C100033009,VAN HVACCOD CTS,Vancouver - HVAC COD - Ops
P100033010,C100033010,VAN VRPL CTA,Vancouver - Vent Replacement - Sales
P100033011,C100033011,VAN VRPL CTS,Vancouver - Vent Replacement - Ops
P100033012,C100033012,VAN FSM WH,Vancouver - FSM WH inventory only
P100033013,C100033013,VAN RWH CTA,Vancouver - Residential WH - RMR
P100033014,C100033014,VAN RWH CTS,Vancouver - Residential WH - Ops
P100033015,C100033015,VAN HVACCPP CTA,Vancouver - Residential HVAC CPP - RMR
P100033016,C100033016,VAN HVACCPP CTS,Vancouver - Residential HVAC CPP - Ops
P100033017,C100033017,VAN RHVAC CTA,Vancouver - Res Rental HVAC - RMR
P100033018,C100033018,VAN RHVAC CTS,Vancouver - Res Rental HVAC - Ops
P100033019,C100033019,VAN EW CTS,Vancouver - In-House Ext.Warr - Ops
P100033020,C100033020,VAN FSM HVAC,Vancouver - FSM HVAC inventory only
P100033021,C100033021,VAN HVACSALE CTA,Vancouver - Res HVAC Sales - Sales
P100033022,C100033022,VAN HVACSALE CTS,Vancouver - Residential HVAC Sales - Ops
P100033023,C100033023,VAN TANKLESS CAP,Vancouver - Tankless Waterheaters
P100033024,C100033024,VAN ELECCPP CTA,Vancouver - Res Electric CPP - RMR
P100033025,C100033025,VAN EWH CTA,Vancouver - Electric WH - RMR
P100033026,C100033026,VAN EWH CTS,Vancouver - Electric WH Ops     
P100033027,C100033027,VAN RHVACINSTEXP,Vancouver - RHVAC Install Expense
P100033028,C100033028,VAN SHSALE CTS,Vancouver - SH Sales - Ops
P100033029,C100033029,VAN COM WPSALE CTS,Vancouver - Comm WP Sales - Ops
P100033030,C100033030,VAN COMM CTS,Vancouver - Rental Commercial - Ops
P100033031,C100033031,VAN COMHVACSALE CTS,Vancouver - Comm HVAC Sales Ops
P100033032,C100033032,VAN PLCOD CTS,Vancouver - Res Plumb COD Ops
P100033033,C100033033,VAN PLCPP CTA,Vancouver - Res Plumb CPP RMR
P100033034,C100033034,VAN PLCPP CTS,Vancouver - Res Plumb CPP Ops
P100033035,C100033035,VAN WPSALES CTA,Vancouver Res Water Pur Sales - Sales
P100033036,C100033036,VAN GEOTHERM CTA,Vancouver - Geothermal - Sales
P100033037,C100033037,VAN GEOTERM CTS,Vancouver - Geothermal - Ops
P100033038,C100033038,VAN RWH CAP,Vancouver - Rent WH Capital Install Cost
P100033039,C100033039,VAN RFURN CAP,Vancouver - Rent Furnace Cap Costs
P100033040,C100033040,VAN EWH CAP,Vancouver - EWH - Cap
P100033041,C100033041,VAN WS CAP,Vancouver - RW Softener Cap Insta
P100033042,C100033042,VAN SH CAP,Vancouver - SH - Cap
P100033043,C100033043,VAN ELECCPP CTS,Vancouver - Res Electric CPP - Ops
P100033044,C100033044,VAN SHCOD CTA,Vancouver - SH COD - Sales
P100033045,C100033045,VAN SHCOD CTS,Vancouver - SH COD - Ops
P100033046,C100033046,VAN SHSALE CTA,Vancouver - SH Sales - Sales
P100033047,C100033047,VAN SHCPP CTA,Vancouver - SH CPP - Sales
P100033048,C100033048,VAN SHCPP CTS,Vancouver - SH CPP - Ops
P100033049,C100033049,VAN RENTSH CTA,Vancouver - SH Rental Service - RMR
P100033050,C100033050,VAN RENTSH CTS,Vancouver - SH Rental Service - Ops
P100033051,C100033051,VAN COM WPSALE CTA,Vancouver - Comm WP Sales - Sales
P100033052,C100033052,VAN COM WHSALE CTA,Vancouver - Comm WH Sales
P100033053,C100033053,VAN COM WHSALE CTS,Vancouver - Comm WH Sales Ops
P100033054,C100033054,VAN COM HVACCOD CTA,Vancouver - Comm HVAC COD Sales
P100033055,C100033055,VAN COM HVACCOD CTS,Vancouver - Comm HVAC COD Ops
P100033056,C100033056,VAN COMM CTA,Vancouver - Rental Commercial - RMR
P100033057,C100033057,VAN COM MO CTA,Vancouver Comm Maint Prot - Sales
P100033058,C100033058,VAN COM MO CTS,Vancouver Comm Maint Prot - Ops
P100033059,C100033059,VAN COM CPP CTA,Vancouver - Comm CPP RMR
P100033060,C100033060,VAN COM CPP CTS,Vancouver - Comm CPP Ops
P100033061,C100033061,VAN COM RHVAC CTA,Vancouver - Comm RHVAC RMR
P100033062,C100033062,VAN COM RHVAC CTS,Vancouver - Comm RHVAC OPS
P100033063,C100033063,VAN COMHVACSALE CTA,Vancouver - Comm HVAC Sales
P100033064,C100033064,VAN COM PROJ CTA,Vancouver Comm Projects - Sales
P100033065,C100033065,VAN COM PROJ CTS,Vancouver - Commercial Projects - Ops
P100033066,C100033066,VAN COMM CAP,Vancouver - R-Comm-Cap Costs
P100033067,C100033067,VAN COMMRHVAC CAP,Vancouver - RHVAC-Comm-Cap Costs
P100033068,C100033068,VAN PLCOD CTA,Vancouver - Res Plumb COD Sales
P100033069,C100033069,VAN PLRNC CTA,Vancouver - Plumbing New Const- Sales
P100033070,C100033070,VAN PLRNC CTS,Vancouver - Plumbing New Const- Ops
P100033071,C100033071,VAN DWHR CAP,Vancouver - DWHR - Cap
P100033073,C100033073,VAN COM PLCOD CTA,Vancouver - Comm Plumbing COD Sales
P100033074,C100033074,VAN COM PLCOD CTS,Vancouver - Comm Plumbing COD Ops
P100033075,C100033075,VAN RSPEC CAP,Vancouver Rent Special Cap
P100033076,C100033076,VAN CPPSALE CTS,Vancouver - Hem.-R-Ser-HPP - Ops
P100033077,C100033077,VAN CPPSALE CTA,Vancouver - Hem.-R-Ser-HPP - Sales
P100033078,C100033078,VAN EW CTA,Vancouver - In-House Ext.Warr - Sales
P100033079,C100033079,VAN RNC CTS,Vancouver - New Home Const - Ops
P100033080,C100033080,VAN RNC CTA,Vancouver - New Home Const - Sales
P100033081,C100033081,VAN RELEXP CTS,Vancouver - Reliance Express - Ops
P100033082,C100033082,VAN RELEXP CTA,Vancouver - Reliance Express - RMR
P100033083,C100033083,VAN AH CAP,Vancouver - Rent Air Handler - Cap
P100033084,C100033084,VAN CPP MO CTA,Vancouver-Maint Contracts Ops
P100033085,C100033085,VAN CPP MO CTS,Vancouver-Maint Contracts Sales
P100034000,C100034000,SAS FSM AR / OH,Saskatoon - FSM AR / OH only
P100034001,C100034001,SAS ELECCOD CTA,Saskatoon - Res Elec COD - Sales
P100034002,C100034002,SAS ELECCOD CTS,Saskatoon - Res Elec COD -Ops
P100034003,C100034003,SAS WPSALES CTA,Saskatoon Res Water Pur Sales - Sales
P100034004,C100034004,SAS WPSALES CTS,Saskatoon Res Water Pur Sales - Ops
P100034005,C100034005,SAS WP CTA,Saskatoon Res Water Pur Rental - RMR
P100034006,C100034006,SAS WP CTS,Saskatoon Res Water Pur Rental - Ops
P100034007,C100034007,SAS WHSALES CTA,Saskatoon - Res WH Sales - Sales
P100034008,C100034008,SAS WHSALES CTS,Saskatoon - Res WH Sales - Ops
P100034009,C100034009,SAS HVACCOD CTA,Saskatoon - HVAC COD - Sales
P100034010,C100034010,SAS HVACCOD CTS,Saskatoon - HVAC COD - Ops
P100034011,C100034011,SAS VRPL CTS,Saskatoon - Vent Replacement - Ops
P100034012,C100034012,SAS FSM WH,Saskatoon - FSM WH inventory only
P100034013,C100034013,SAS RWH CTA,Saskatoon - Residential WH - RMR
P100034014,C100034014,SAS RWH CTS,Saskatoon - Residential WH - Ops
P100034015,C100034015,SAS HVACCPP CTA,Saskatoon - Residential HVAC CPP - RMR
P100034016,C100034016,SAS HVACCPP CTS,Saskatoon - Residential HVAC CPP - Ops
P100034017,C100034017,SAS RHVAC CTA,Saskatoon - Res Rental HVAC - RMR
P100034018,C100034018,SAS RHVAC CTS,Saskatoon - Res Rental HVAC - Ops
P100034019,C100034019,SAS EW CTS,Saskatoon - In-House Ext.Warr - Ops
P100034020,C100034020,SAS FSM HVAC,Saskatoon - FSM HVAC inventory only
P100034021,C100034021,SAS HVACSALE CTA,Saskatoon - Res HVAC Sales - Sales
P100034022,C100034022,SAS HVACSALE CTS,Saskatoon - Residential HVAC Sales - Ops
P100034023,C100034023,SAS RNC CTA,Saskatoon - New Home Const - Sales
P100034024,C100034024,SAS RNC CTS,Saskatoon - New Home Const - Ops
P100034025,C100034025,SAS ELECCPP CTA,Saskatoon - Res Electric CPP - RMR
P100034026,C100034026,SAS ELECCPP CTS,Saskatoon - Res Electric CPP - Ops
P100034027,C100034027,SAS EWH CTA,Saskatoon - Electric WH - RMR
P100034028,C100034028,SAS EWH CTS,Saskatoon - Electric WH Ops     
P100034029,C100034029,SAS RHVACINSTEXP,Saskatoon - RHVAC Install Expense
P100034030,C100034030,SAS COM WHSALE CTA,Saskatoon - Comm WH Sales
P100034031,C100034031,SAS COM HVACCOD CTS,Saskatoon - Comm HVAC COD Ops
P100034032,C100034032,SAS COMM CTS,Saskatoon - Rental Commercial - Ops
P100034033,C100034033,SAS COMHVACSALE CTA,Saskatoon - Comm HVAC Sales
P100034034,C100034034,SAS COMHVACSALE CTS,Saskatoon - Comm HVAC Sales Ops
P100034035,C100034035,SAS PLCOD CTA,Saskatoon - Res Plumb COD Sales
P100034036,C100034036,SAS PLCOD CTS,Saskatoon - Res Plumb COD Ops
P100034037,C100034037,SAS PLCPP CTA,Saskatoon - Res Plumb CPP RMR
P100034038,C100034038,SAS PLCPP CTS,Saskatoon - Res Plumb CPP Ops
P100034039,C100034039,SAS PLRNC CTA,Saskatoon - Plumbing New Const- Sales
P100034040,C100034040,SAS PLRNC CTS,Saskatoon - Plumbing New Const- Ops
P100034041,C100034041,SAS RELEXP CTA,Saskatoon - Reliance Express - RMR
P100034042,C100034042,SAS GEOTHERM CTA,Saskatoon - Geothermal - Sales
P100034043,C100034043,SAS GEOTERM CTS,Saskatoon - Geothermal - Ops
P100034044,C100034044,SAS RWH CAP,Saskatoon - Rent WH Capital Install Cost
P100034045,C100034045,SAS RFURN CAP,Saskatoon - Rent Furnace Cap Costs
P100034046,C100034046,SAS TANKLESS CAP,Saskatoon - Tankless Waterheaters
P100034047,C100034047,SAS EWH CAP,Saskatoon - EWH - Cap
P100034048,C100034048,SAS WS CAP,Saskatoon - RW Softener Cap Insta
P100034049,C100034049,SAS SH CAP,Saskatoon - SH - Cap
P100034050,C100034050,SAS SHCOD CTA,Saskatoon - SH COD - Sales
P100034051,C100034051,SAS SHCOD CTS,Saskatoon - SH COD - Ops
P100034052,C100034052,SAS SHSALE CTA,Saskatoon - SH Sales - Sales
P100034053,C100034053,SAS SHSALE CTS,Saskatoon - SH Sales - Ops
P100034054,C100034054,SAS SHCPP CTA,Saskatoon - SH CPP - Sales
P100034055,C100034055,SAS SHCPP CTS,Saskatoon - SH CPP - Ops
P100034056,C100034056,SAS RENTSH CTA,Saskatoon - SH Rental Service - RMR
P100034057,C100034057,SAS RENTSH CTS,Saskatoon - SH Rental Service - Ops
P100034058,C100034058,SAS COM WHSALE CTS,Saskatoon - Comm WH Sales Ops
P100034059,C100034059,SAS COM HVACCOD CTA,Saskatoon - Comm HVAC COD Sales
P100034060,C100034060,SAS COMM CTA,Saskatoon - Rental Commercial - RMR
P100034061,C100034061,SAS COM MO CTA,Saskatoon Comm Maint Prot - Sales
P100034062,C100034062,SAS COM MO CTS,Saskatoon Comm Maint Prot - Ops
P100034063,C100034063,SAS COM CPP CTA,Saskatoon - Comm CPP RMR
P100034064,C100034064,SAS COM CPP CTS,Saskatoon - Comm CPP Ops
P100034065,C100034065,SAS COM RHVAC CTA,Saskatoon - Comm RHVAC RMR
P100034066,C100034066,SAS COM RHVAC CTS,Saskatoon - Comm RHVAC OPS
P100034067,C100034067,SAS COM PROJ CTA,Saskatoon Comm Projects - Sales
P100034068,C100034068,SAS COM PROJ CTS,Saskatoon - Commercial Projects - Ops
P100034069,C100034069,SAS COMMRHVAC CAP,Saskatoon - RHVAC-Comm-Cap Costs
P100034071,C100034071,SAS COM PLCOD CTA,Saskatoon - Comm Plumbing COD Sales
P100034072,C100034072,SAS COM PLCOD CTS,Saskatoon - Comm Plumbing COD Ops
P100034073,C100034073,SAS COM WPSALE CTS,Saskatoon - Comm WP Sales - Ops
P100034074,C100034074,SAS COM WPSALE CTA,Saskatoon - Comm WP Sales - Sales
P100034075,C100034075,SAS DWHR CAP,Saskatoon - DWHR - Cap
P100034076,C100034076,SAS RSPEC CAP,Saskatoon Rent Special Cap
P100034077,C100034077,SAS CPPSALE CTS,Saskatoon - Hem.-R-Ser-HPP - Ops
P100034078,C100034078,SAS CPPSALE CTA,Saskatoon - Hem.-R-Ser-HPP - Sales
P100034079,C100034079,SAS EW CTA,Saskatoon - In-House Ext.Warr - Sales
P100034080,C100034080,SAS COMM CAP,Saskatoon - R-Comm-Cap Costs
P100034081,C100034081,SAS RELEXP CTS,Saskatoon - Reliance Express - Ops
P100034082,C100034082,SAS AH CAP,Saskatoon - Rent Air Handler - Cap
P100034083,C100034083,SAS VRPL CTA,Saskatoon - Vent Replacement - Sales
P100035000,C100035000,KEL WHSALES CTA,Kelowna - Res WH Sales - Sales
P100035001,C100035001,KEL HVACCOD CTA,Kelowna - HVAC COD - Sales
P100035002,C100035002,KEL FSM WH,Kelowna - FSM WH inventory only
P100035003,C100035003,KEL RWH CTA,Kelowna - Residential WH - RMR
P100035004,C100035004,KEL RWH CTS,Kelowna - Residential WH - Ops
P100035005,C100035005,KEL HVACSALE CTA,Kelowna - Residential HVAC Sales - Sales
P100035006,C100035006,KEL HVACSALE CTS,Kelowna - Residential HVAC Sales - Ops
P100035007,C100035007,KEL MO CTA,Kelowna - Maint Contracts Sales
P100035008,C100035008,KEL COM WHSALE CTA,Kelowna - Comm WH Sales
P100035009,C100035009,KEL COM HVACCOD CTA,Kelowna - Comm HVAC COD Sales
P100035010,C100035010,KEL COM MO CTA,Kelowna Comm Maint Prot - Sales
P100035011,C100035011,KEL COMHVACSALE CTA,Kelowna - Comm HVAC Sales
P100035012,C100035012,KEL PLCOD CTA,Kelowna - Res Plumb COD Sales
P100035013,C100035013,KEL ELECCOD CTA,Kelowna - Res Elec COD - Sales
P100035014,C100035014,KEL ELECCOD CTS,Kelowna - Res Elec COD -Ops
P100035015,C100035015,KEL WPSALES CTA,Kelowna Res Water Pur Sales - Sales
P100035016,C100035016,KEL WPSALES CTS,Kelowna Res Water Pur Sales - Ops
P100035017,C100035017,KEL WP CTA,Kelowna Res Water Pur Rental - RMR
P100035018,C100035018,KEL WP CTS,Kelowna Res Water Pur Rental - Ops
P100035019,C100035019,KEL WHSALES CTS,Kelowna - Res WH Sales - Ops
P100035020,C100035020,KEL HVACCOD CTS,Kelowna - HVAC COD - Ops
P100035021,C100035021,KEL VRPL CTS,Kelowna - Vent Replacement - Ops
P100035022,C100035022,KEL HVACCPP CTA,Kelowna - Residential HVAC CPP - RMR
P100035023,C100035023,KEL HVACCPP CTS,Kelowna - Residential HVAC CPP - Ops
P100035024,C100035024,KEL RHVAC CTA,Kelowna - Residential Rental HVAC - RMR
P100035025,C100035025,KEL RHVAC CTS,Kelowna - Residential Rental HVAC - Ops
P100035026,C100035026,KEL EW CTS,Kelowna - In-House Ext.Warr - Ops
P100035027,C100035027,KEL RNC CTA,Kelowna - New Home Const - Sales
P100035028,C100035028,KEL RNC CTS,Kelowna - New Home Const - Ops
P100035029,C100035029,KEL GEOTHERM CTA,Kelowna - Geothermal - Sales
P100035030,C100035030,KEL GEOTERM CTS,Kelowna - Geothermal - Ops
P100035031,C100035031,KEL WS CAP,Kelowna - RW Softener Cap Insta
